US_Chart - Current Rock Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
4,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,4,,,1,11457,,0,11458,2023.11.02
5,One More Time...,Blink-182,Columbia Records,COL ,1,1,,2,8732,-91.3,100879,109641,2023.11.02
6,History Books,Gaslight Anthem,THE ORCHARD,ORCH,6,,,1,7510,999.0,250,7760,2023.11.02
7,The Silver Cord (Extended Mixes),King Gizzard & The Lizard Wizard,KGLW (KING GIZZARD &THE LIZARD WIZARD),KGD,7,,,1,5920,,0,5920,2023.11.02
8,Jenny From Thebes,Mountain Goats, INDEPENDENT LABEL SUBMISSION,INDI,8,,,1,5395,,0,5395,2023.11.02
9,Zig,Poppy,"SUMERIAN RECORDS, LLC",SMRN,9,,,1,4952,999.0,1,4953,2023.11.02
10,The Silver Cord,King Gizzard & The Lizard Wizard,KGLW (KING GIZZARD &THE LIZARD WIZARD),KGD,10,,,1,4204,,0,4204,2023.11.02
11,Heaven Comes Down,Dokken,SILVER LINING M,UDR ,11,,,1,4133,999.0,3,4138,2023.11.02
12,Godmode,In This Moment, BMG DISTRIBUTION,BMG ,12,,,1,3951,999.0,2,3955,2023.11.02
13,152,Taking Back Sunday,FANTASY RECORDS,FAN ,13,,,1,3722,,0,3723,2023.11.02
14,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,4,1,10,3508,-28.5,4903,58884,2023.11.02
15,God Games,Kills,DOMINO RECORD CO.,DNO,15,,,1,2817,999.0,3,2820,2023.11.02
16,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,7,8,7,2253,-22.6,2909,44999,2023.11.02
17,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,8,14,22,2169,-10.6,2426,136833,2023.11.02
18,Bauhaus Staircase,O.M.D. (Orchestral Manoeuvres In The Dark),THE ORCHARD,ORCH,18,,,1,2135,999.0,5,2140,2023.11.02
19,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,2,9,17,22,1896,-16.3,2264,73640,2023.11.02
20,Unreal Unearth,Hozier,Columbia Records,COL ,1,11,13,11,1830,-15.0,2154,73599,2023.11.02
21,The Rest,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,3,3,3,3,1809,-75.9,7521,20998,2023.11.02
22,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,12,12,31,1704,-9.8,1889,164836,2023.11.02
23,Joyful Sky,Robin Trower,PROVOGUE,PRV ,23,,,1,1680,,0,1685,2023.11.02
24,God Made Me An Animal - Ep,Better Lovers,SHARPTONE,SHT,24,34,,2,1615,86.1,868,3234,2023.11.02
25,Javelin,Sufjan Stevens,Asthmatic Kitty,ASK,1,10,5,4,1527,-30.5,2197,22594,2023.11.02
26,Spinning The Truth Around (Part II),Blue October,RED INK,RDIK,9,,9,2,1483,180.9,528,4607,2023.11.02
26,The Sin Of Human Frailty,End, INDEPENDENT LABEL SUBMISSION,INDI,26,,,1,1483,999.0,14,1497,2023.11.02
28,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,23,20,27,1481,12.0,1322,155576,2023.11.02
29,"Misfits & Mistakes: Singles, B-Sides & S",Superchunk,MERGE RECORDS,MERG,29,,,1,1384,,0,1385,2023.11.02
30,"Ashes, Organs, Blood & Crypts",Autopsy,SNAPPER,SNAP,30,,,1,1370,999.0,14,1385,2023.11.02
31,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,21,18,51,1319,-4.5,1381,145803,2023.11.02
32,Black Bayou,Robert Finley,CNCO,CNCO,32,,,1,1239,999.0,1,1240,2023.11.02
33,American Gothic,Wayfarer,Profound Lore,PRFR,33,,,1,1211,,0,1211,2023.11.02
34,Hold,Wild Nothing,Captured Tracks,CT,34,,,1,1207,999.0,1,1208,2023.11.02
35,But Here We Are,Foo Fighters, RCA,RCA ,2,41,37,22,1185,75.6,675,102467,2023.11.02
36,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,19,19,11,1173,-17.6,1424,32185,2023.11.02
37,Angel Face,Stephen Sanchez,MERCURY / REPUBLIC RECORDS,R-MR,7,15,21,6,1093,-35.9,1706,12410,2023.11.02
38,50 Years of De-Evolution 1973–2023,Devo,WARNER RHINO,WAR ,5,5,,2,1076,-74.0,4141,5222,2023.11.02
39,Conqueress - Forever Strong,Doro,NUCLEAR BLAST,NUB,39,,,1,1071,999.0,1,1072,2023.11.02
40,No Love Lost,Year Of The Knife,PURE NOISE,PNOI,40,,,1,965,,0,965,2023.11.02
41,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,36,25,29,930,10.2,844,245380,2023.11.02
42,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,,,1,914,220.7,285,14718,2023.11.02
43,Heavener,Invent Animate,UNFD,UNFD,16,,,1,902,820.4,98,5634,2023.11.02
44,"Goodnight, God Bless, I Love U, Delete.",††† (Crosses),Warner Records,WAR,4,17,4,3,895,-38.7,1459,9884,2023.11.02
45,Cousin,Wilco,SME/LEGACY RECORDINGS,LEGC,1,22,22,5,859,-36.2,1347,18345,2023.11.02
46,"Nothing For Me, Please",Dean Johnson,MAMA BIRD RECORDINGS,MAMA,46,,,1,816,999.0,4,1116,2023.11.02
47,Rumours Live,Fleetwood Mac, RHINO,RHI,1,30,24,8,770,-29.7,1095,22994,2023.11.02
48,Mixing Up The Medicine,Bob Dylan,Columbia Records,COL,18,18,,2,727,-49.3,1434,2164,2023.11.02
49,Blues Deluxe Vol. 2,Joe Bonamassa,J&R ADVENTURES,JRAV,6,40,10,4,696,-1.8,709,8837,2023.11.02
50,New Gold Dream - Live From Paisley Abbe,Simple Minds, BMG DISTRIBUTION,BMG ,50,,,1,687,999.0,1,688,2023.11.02
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.11.02
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.11.09
1,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,,,1,50780,999.0,38,50872,2023.11.09
2,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,1,2,3,16898,-48.4,32754,143876,2023.11.09
3,The Fear Of Fear,Spiritbox,RISE RECORDS,RIS ,3,,,1,7672,999.0,1,7675,2023.11.09
4,The Rest,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,3,21,3,4,4818,166.3,1809,25816,2023.11.09
5,One More Time...,Blink-182,Columbia Records,COL ,1,5,1,3,3987,-54.3,8732,113628,2023.11.09
6,Can'T Find The Brakes,Dirty Honey,THE ORCHARD,ORCH,6,,,1,3392,999.0,108,3605,2023.11.09
7,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,14,4,11,3319,-5.4,3508,62203,2023.11.09
8,Pretty Vicious,The Struts,BIG MACHINE,BGMA,8,,,1,3184,999.0,4,3189,2023.11.09
9,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,17,8,23,2930,35.1,2169,139763,2023.11.09
10,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,4,4,,2,2912,-74.6,11457,14370,2023.11.09
11,Hymns From The Apocrypha,Suffocation,NUCLEAR BLAST,NUB,11,,,1,2599,999.0,14,2616,2023.11.09
12,Accentuate The Positive,Van Morrison,VIRGIN MUSIC GROUP,CIT,12,,,1,2377,999.0,141,2525,2023.11.09
13,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,16,7,8,2254,0.0,2253,47253,2023.11.09
14,Unreal Unearth,Hozier,Columbia Records,COL ,1,20,11,12,2199,20.2,1830,75798,2023.11.09
15,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,2,19,9,23,2147,13.2,1896,75787,2023.11.09
16,Dave’s Picks Vol. 48,Grateful Dead,Grateful Dead,RHI ,2,2,,2,2093,-89.1,19227,21320,2023.11.09
17,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,22,12,32,1970,15.6,1704,166806,2023.11.09
18,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,28,23,28,1880,26.9,1481,157456,2023.11.09
19,Heads & Tails Vol. 1,jerry garcia & Merl Saunders,"ATO RECORDS, L.L.C.",ATO ,19,,,1,1766,,0,1767,2023.11.09
20,History Books,Gaslight Anthem,THE ORCHARD,ORCH,6,6,,2,1740,-76.8,7510,9500,2023.11.09
21,Cartwheel,Hotline Tnt,THE ORCHARD,ORCH,21,,,1,1702,,0,1702,2023.11.09
22,Danse Macabre,Duran Duran, BMG DISTRIBUTION,BMG,3,3,,2,1699,-87.8,13902,15612,2023.11.09
23,Big Big Love,Michael Franti & Spearhead,THE ORCHARD,ORCH,23,,,1,1616,,0,1616,2023.11.09
24,Symptoms Of Survival,Dying Wish,SHARPTONE,SHT,24,,,1,1490,999.0,1,1491,2023.11.09
25,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,31,21,52,1397,5.9,1319,147200,2023.11.09
26,Javelin,Sufjan Stevens,Asthmatic Kitty,ASK,1,25,10,5,1372,-10.2,1527,23966,2023.11.09
27,Cold War Kids,Cold War Kids,INTERSCOPE/GEFFEN/A&M,INT ,27,,,1,1309,,0,1309,2023.11.09
28,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,41,36,30,1230,32.3,930,246610,2023.11.09
29,Die About It,Bad Wolves,Better Noise Records,NOIZ,29,,,1,1213,999.0,2,1215,2023.11.09
30,Superbloom,Silent Planet, SONY MUSIC ENTERTAINMENT INC.,SMEI,30,,,1,1176,,0,1176,2023.11.09
31,Zig,Poppy,"SUMERIAN RECORDS, LLC",SMRN,9,9,,2,1175,-76.3,4952,6128,2023.11.09
32,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,36,19,12,1168,-0.4,1173,33353,2023.11.09
33,Heaven Comes Down,Dokken,SILVER LINING M,UDR ,11,11,,2,1089,-73.7,4133,5227,2023.11.09
34,Godmode,In This Moment, BMG DISTRIBUTION,BMG ,12,12,,2,1065,-73.0,3951,5020,2023.11.09
35,Spirit Power: The Best Of Johnny Marr,Johnny Marr, BMG DISTRIBUTION,BMG,35,,,1,1063,999.0,2,1066,2023.11.09
36,This Heathen Land,Green Lung,NUCLEAR BLAST,NUB,36,,,1,1009,999.0,1,1012,2023.11.09
37,152,Taking Back Sunday,FANTASY RECORDS,FAN ,13,13,,2,977,-73.8,3722,4700,2023.11.09
38,Play Dead Live,MuteMath,WOJTEK,WOJ,38,,,1,965,,0,1044,2023.11.09
39,But Here We Are,Foo Fighters, RCA,RCA ,2,35,41,23,951,-19.7,1185,103418,2023.11.09
40,Blanket,Kevin Abstract, RCA,RCA ,40,,,1,938,,0,938,2023.11.09
