Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
66,Let Me Love You,DJ Snake Feat. Justin Bieber,INTERSCOPE/GEFFEN/A&M,INT ,1,72,73,363,1470403,6.1,1385643,1256977,213426,39761139,1031052979,2023.07.20
67,Where You Are,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,36,55,58,20,1462058,-10.5,1633851,1416831,45227,29878107,29878107,2023.07.20
68,Neon Blade,Moondeity,THE ORCHARD,ORCH,4,54,62,56,1423109,-13.0,1636008,486139,936970,36861291,108733815,2023.07.20
69,"Harder, Better, Faster, Stronger",Daft Punk,ULTA,ULTA,12,52,131,395,1420827,-14.7,1666439,452066,968761,38390318,389370758,2023.07.20
70,Scatman,Scatman John,ICEB,ICEB,26,83,91,38,1414778,16.8,1211446,205056,1209722,21739319,114650244,2023.07.20
71,Ride It,Regard,EPIC,EPIC,2,74,75,208,1385183,3.5,1338830,1116196,268987,39830355,504837234,2023.07.20
72,Gigachad Theme,G3ox_Em,THE ORCHARD,ORCH,9,110,76,37,1382202,42.9,967349,732548,649654,42683678,49109441,2023.07.20
73,Why Not,Ghostface Playa,,,6,65,50,54,1382064,-5.5,1462155,409539,972525,65307922,122735820,2023.07.20
74,Don't You Worry Child,Swedish House Mafia Feat. John Martin,ASTRALWERKS,ASTW,44,69,68,397,1376790,-2.3,1409591,1243415,133375,39453313,398173640,2023.07.20
75,Fearless Pt. Ii,"Lost Sky, Chris Linton",,,34,34,37,12,1374772,-40.3,2302172,184135,1190637,18227839,64656319,2023.07.20
76,Taki Taki,"Dj Snake Feat. Selena Gomez , Ozuna & Cardi B",THE ORCHARD,ORCH,1,71,65,251,1351042,-2.8,1390362,861522,489520,42024287,1015082626,2023.07.20
77,Rather Be,Clean Bandit Feat. Jess Glynne,NOW,NOW ,11,77,80,399,1312269,-0.6,1319997,1130565,181704,39553647,611077871,2023.07.20
78,Body,Loud Luxury Feat. Brando,SONY,SONY,4,84,82,295,1297919,7.2,1210888,1237125,60794,32125105,568671355,2023.07.20
79,SEXY CHICK,David Guetta Feat. Akon,ATLANTIC GROUP,ATLG,23,78,78,220,1292261,-0.2,1295484,1181300,110961,37536605,294304584,2023.07.20
80,Axel F,Crazy Frog,REPUBLIC RECORDS,R-RR,14,159,167,398,1291536,69.4,762328,279374,1012162,26166461,473808769,2023.07.20
81,Can't Get You out of My Head,Kylie Minogue,INTERSCOPE/GEFFEN/A&M,INT ,81,101,103,154,1277991,21.6,1051372,921717,356274,25999251,162544534,2023.07.20
82,Stereo Love,Edward Maya & Vika Jigulina,ESCO,ESCO,9,90,84,373,1238286,6.7,1160877,950849,287437,33771622,351877846,2023.07.20
83,Hundred Miles (Feat. Gabriela,Yall,ULTRA,ULTA,2,70,90,24,1237700,-11.9,1405561,94904,1142796,87659772,103755730,2023.07.20
84,I Love It,Icona Pop Feat. Charli XCX,CAPITOL MUSIC GROUP,CAP ,58,88,81,399,1235088,4.6,1180447,1232701,2387,34163265,336801064,2023.07.20
85,Clarity,Zedd Feat. Foxes,INTERSCOPE/GEFFEN/A&M,INT ,19,82,87,399,1218992,-1.1,1233152,1048121,170871,36289565,498989312,2023.07.20
86,Memories,David Guetta Feat. Kid Cudi,ATLANTIC GROUP,ATLG,13,86,86,157,1217236,2.6,1186627,1126367,90869,34631324,256387391,2023.07.20
87,Lemonade,Sophie,,,82,139,83,6,1206165,42.5,846148,21472,1184693,10022942,16384847,2023.07.20
88,Turn Down For What,Dj Snake,SONY/COLUMBIA,COL,6,79,72,399,1199907,-5.8,1274336,926954,272953,38277540,825023572,2023.07.20
89,Safari,Serena,,,31,64,31,37,1180223,-19.9,1473126,32868,1147355,28687742,59129816,2023.07.20
90,Brazilian Phonk Mano,Lucaf Slowboy,,,54,56,59,7,1176962,-27.8,1631269,149608,1027354,16123548,16123548,2023.07.20
91,Lost In The Fire,Gesaffelstein & The Weeknd,Columbia Records,COL ,2,89,95,183,1166679,-0.3,1170469,1098358,68321,45166221,328498232,2023.07.20
92,You Spin Me Round (Like A Record),Dead Or Alive,CITY LIGHTS PIC,CLP ,33,68,64,394,1155683,-18.2,1412632,674872,480811,26190666,299117172,2023.07.20
93,One More Time,Daft Punk,ASTRALWERKS,ASTW,7,95,93,399,1140004,1.5,1122914,968900,171104,32045050,319947943,2023.07.20
94,Warning,Mc Orsen,THE ORCHARD,ORCH,9,109,100,46,1135762,16.9,971259,437149,698613,47710132,63604790,2023.07.20
95,Levels,Avicii,INTERSCOPE/GEFFEN/A&M,INT ,2,94,98,399,1134304,1.0,1123625,1013807,120497,32716896,458454544,2023.07.20
96,Boogie Shoes,KC & The Sunshine Band, WAR - PARLOPHONE,WAR ,79,99,94,171,1131200,5.0,1077319,1058320,72880,28175382,173687480,2023.07.20
97,Moth To A Flame,Swedish House Mafia & The Weeknd,REPUBLIC RECORDS,R-RR,1,92,97,91,1130908,-1.6,1149662,1023446,107462,38383459,175269647,2023.07.20
98,Lock It Up,"Whethan Feat. Yeat, midwxst & Matt Ox",ATLANTIC GROUP,ATLG,36,98,102,37,1127277,3.3,1091330,668657,458620,29255219,45636227,2023.07.20
99,The Business,Tiesto,ATLANTIC GROUP,ATLG,2,96,96,147,1121522,0.4,1117501,1106443,15079,34277330,319969101,2023.07.20
100,Where Are You Now,Lost Frequencies & Calum Scott, RCA,RCA,12,97,101,102,1119133,0.8,1110784,1082850,36283,32420945,158371038,2023.07.20
101,Eyes Wide Shut,Illenium,Warner Records,WAR,31,0,0,5,1104805,161.6,422395,1087516,17289,9389742,9389742,2023.07.20
102,Better Off Alone,Alice Deejay,THE ORCHARD,ORCH,4,91,92,99,1085019,-6.3,1158073,585840,499179,29312213,186013699,2023.07.20
103,Attack Of The Killer Beast (Phonk),Sxcredmane,,,10,62,38,24,1081948,-29.4,1532245,137600,944348,56399760,56399760,2023.07.20
104,Scary,Background Sounds,,,40,175,0,8,1058780,48.8,711418,445,1058335,11800687,12260798,2023.07.20
105,Shadow,Smithmane Onimxru,,,2,154,169,46,1041646,31.5,792019,473101,568545,29123541,63414268,2023.07.20
106,Policeman,Eva Simons,REPUBLIC RECORDS,R-RR,60,157,113,21,1017783,31.5,774240,37951,979832,15014573,56758886,2023.07.20
107,Roses,Chainsmokers Feat. Rozes,SONY/COLUMBIA,COL,1,105,109,399,1015002,1.7,998252,1011614,3388,29131318,793916588,2023.07.20
108,Feels,Calvin Harris,Columbia Records,COL ,1,107,106,318,1011955,2.1,991543,856325,155630,33854490,567545289,2023.07.20
109,Genesis,Grimes, 4 A.D.,4AD ,45,103,110,48,1011759,-1.8,1030397,824155,187604,35479347,129271936,2023.07.20
110,Do It To It,Acraze Feat. Cherish,"THRIVE MUSIC, LLC",TMU,1,113,132,95,1006888,4.8,960472,738057,268831,32104069,201048780,2023.07.20
111,DARK BEACH,Pastel Ghost,CITY LIGHTS PIC,CLP ,68,121,125,94,1005841,7.9,932319,805544,200297,26366170,76270018,2023.07.20
112,Goosebumps,Travis Scott & HVME, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,108,114,141,1005722,2.3,983386,965561,40161,30289936,333245399,2023.07.20
113,Vendetta!,Mupp X Sadfriendd,,,10,122,133,59,995402,7.0,930103,800506,194896,35320716,85109799,2023.07.20
114,Don'T You Want Me,Human League,ASTRALWERKS,ASTW,108,114,111,313,987001,3.0,958642,918465,68536,25473112,235042680,2023.07.20
115,Symphony,Clean Bandit,ATLANTIC GROUP,ATLG,9,100,122,331,985990,-8.4,1075989,828733,157257,24887491,501854947,2023.07.20
116,You'Re Too Slow,Odetari,,,116,138,173,3,984355,16.1,847944,844891,139464,5791239,5791239,2023.07.20
117,Push Up (Original Mix),Creeds,,,117,123,192,3,978560,5.5,927618,392532,586028,10726772,10742743,2023.07.20
118,It Ain't Me,Kygo Feat. Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,2,115,121,336,965755,1.2,954177,899035,66720,28409341,726021215,2023.07.20
119,Rockabye,Clean Bandit,SONY MUSIC LATIN,SML,3,120,117,352,963230,3.2,933664,746683,216547,32716583,780868156,2023.07.20
120,Wannabe,Why Mona,,AWAL,28,164,150,62,960320,28.5,747255,146657,813663,24394780,95002522,2023.07.20
121,Runaway (U & I),Galantis,ATLANTIC GROUP,ATLG,12,116,115,399,959898,1.7,944103,911959,47939,25851875,482963248,2023.07.20
122,Lady (Hear Me Tonight),Modjo,INTERSCOPE/GEFFEN/A&M,INT ,15,162,165,156,946004,25.6,752896,646442,299562,23879807,148223804,2023.07.20
123,Never Be Like You,Flume Feat. Kai (Canada),MOM & POP MUSIC,MMPZ,3,118,116,392,942064,0.3,939315,896066,45998,25066210,554333681,2023.07.20
124,Fire For You,Cannons (Electronic),SONY/COLUMBIA,COL,53,119,118,146,939180,0.4,935656,834413,104767,26940262,138512723,2023.07.20
125,Shooting Stars,Bag Raiders,INTERSCOPE/GEFFEN/A&M,INT ,3,106,104,302,936885,-5.7,993744,320598,616287,20950431,678484041,2023.07.20
126,Blue (Da Ba Dee),Eiffel 65,REPUBLIC RECORDS,R-RR,17,129,130,399,927648,4.2,890042,695223,232425,27618913,530576788,2023.07.20
127,Massive,Drake,OVO / REPUBLIC RECORDS,R-RR,1,112,154,57,924511,-3.8,960968,889571,34940,24250549,116196810,2023.07.20
128,Belly Dancer,Imanbek & Byor,INTERNATIONAL R,IRI,51,141,126,60,922779,10.4,835913,543113,379666,28343833,63157536,2023.07.20
129,Test & Recognise,Seekae,FUTURE CLASSIC RECORDING,FUTC,9,0,0,43,922592,64.9,559455,254238,668354,32104321,81934541,2023.07.20
130,Stay (With Alessia Cara),Zedd & Alessia Cara,INTERSCOPE/GEFFEN/A&M,INT ,1,124,129,335,919187,-0.8,926457,867513,51674,26740499,849267252,2023.07.20
131,If Only I,Loud Luxury & Two Friends with Bebe Rexha,,,60,117,107,4,911840,-3.2,942108,891909,19931,4451572,4451572,2023.07.20
132,Higher Than Ever Before,Disclosure,,,132,,,1,901605,22300.1,4025,897881,3724,905630,905630,2023.07.20
133,Lay Low,Tiesto,INTERNATIONAL R,IRI,73,133,134,28,897284,4.1,861954,863145,34139,24041921,24041921,2023.07.20
134,Escape,Kx5 Feat. Hayla,,,44,128,127,71,892085,-1.9,908987,857043,35042,27660004,66093966,2023.07.20
135,ily (i love you baby),Surf Mesa Feat. Emilee,ASTRALWERKS,ASTW,1,132,136,176,889332,2.9,864535,690688,198644,24329530,341373001,2023.07.20
136,Past Lives,Martin Arteta,,,16,63,16,5,882621,-42.3,1530498,337538,545083,20704592,31390275,2023.07.20
137,Among Us,Sembari +,,,3,102,99,48,881653,-15.7,1045784,8459,873194,30762503,72264040,2023.07.20
138,Paris,Chainsmokers,SONY/COLUMBIA,COL,1,135,139,340,868404,1.4,856295,827790,40614,26484175,637139166,2023.07.20
139,La Calin,Serhat Durmus,,,21,131,66,42,867210,0.2,865287,58665,808545,30568399,88609846,2023.07.20
140,Resonance,Home,,,69,130,137,137,860939,-2.0,878389,791594,69345,28470790,142626068,2023.07.20
141,HEY BROTHER,Avicii,ISLAND,ISL,4,136,146,399,848665,-0.7,854452,733434,115231,24412230,429686714,2023.07.20
142,Oblivion,Grimes, 4 A.D.,4AD,9,127,142,190,845301,-7.1,909829,596255,249046,28201830,179676877,2023.07.20
143,Head & Heart,Joel Corry X Mnek,SME/LEGACY RECORDINGS,LEGC,1,147,128,159,844095,2.5,823830,817511,26584,24431713,242184189,2023.07.20
144,Remember,Becky Hill & David Guetta,INTERSCOPE/GEFFEN/A&M,INT ,9,152,148,89,839803,5.2,798423,774075,65728,33909397,103064018,2023.07.20
145,Here With Me,Marshmello Feat. CHVRCHES,REPUBLIC RECORDS,R-RR,2,148,160,228,839294,2.2,821336,797453,41841,25984472,454483611,2023.07.20
146,Don't Be Shy,Tiesto & KAROL G,ATLANTIC GROUP,ATLG,2,158,156,101,838640,9.8,763671,822757,15883,30188736,152056156,2023.07.20
147,How Deep Is Your Love,"Disciples , Calvin Harris",Columbia Records,COL ,4,146,141,399,838029,1.3,826935,744695,93334,23312719,515186320,2023.07.20
148,Move Your Body,Ownboss & Sevek,,,85,126,108,69,837659,-8.0,910893,404198,433461,21992180,51883785,2023.07.20
149,Spectre,Alan Walker, RCA,RCA,64,180,88,164,830241,20.1,691246,235138,595103,11489711,167520393,2023.07.20
150,Toca Toca,Fly Project, WEA LATINA,WEAL,6,187,177,25,823930,22.5,672506,141947,681983,70153520,94508017,2023.07.20
151,Astronomia,Vicetone & Tony Igy,,,3,176,0,125,823465,16.0,710088,153638,669827,14120486,181337593,2023.07.20
152,Sugar,Robin Schulz,ATLANTIC GROUP,ATLG,4,142,144,387,819498,-1.9,835468,733190,86308,21276639,351178618,2023.07.20
153,You Know You Like It,Dj Snake & Alunageorge,INTERSCOPE/GEFFEN/A&M,INT ,11,134,124,242,802617,-6.7,860172,727542,75075,16110116,358662873,2023.07.20
154,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,ATLANTIC,ATLG,6,81,89,47,799938,-35.8,1246043,432891,367047,35157867,78491613,2023.07.20
155,Jenny (I Wanna Ruin Our Friendship),Studio Killers,WARNER RECORDS,WAR ,2,140,147,136,798459,-4.9,839818,306780,491679,25482526,186901148,2023.07.20
156,Bara Bara Bere Bere,Alex Ferrari,ULTRA,ULTA,145,145,178,3,795964,-3.9,828466,3446,792518,4311256,8754009,2023.07.20
157,Such A Whore,Jvla, INDEPENDENT LABEL SUBMISSION,INDI,19,172,85,151,789841,10.0,718214,206814,583027,23781594,144849942,2023.07.20
158,Love Tonight,Shouse,INGROOVES,INGV,16,153,145,110,789049,-0.7,794307,769075,19974,25255430,137055415,2023.07.20
159,Cold Water,Major Lazer,THE ORCHARD,ORCH,1,166,166,365,776017,4.8,740751,716067,59950,20880123,781943542,2023.07.20
160,Dancing In The Moonlight,Jubel Feat. Neimy,GOOD SOLDIER,GDSL,8,155,153,152,769079,-1.5,780776,753243,15836,21262498,166453794,2023.07.20
161,Blame,Calvin Harris Feat. John Newman,SONY/COLUMBIA,COL,24,165,163,373,767783,3.1,745009,711679,56104,20016943,324782694,2023.07.20
162,Treehouse,Alex G,,,150,150,158,13,765610,-4.5,801823,746616,18994,19125503,41501594,2023.07.20
163,Where Them Girls At,David Guetta,ATLANTIC GROUP,ATLG,23,163,157,229,753021,0.7,747623,710407,42614,22162131,210013619,2023.07.20
164,Good Things Fall Apart,Illenium Feat. Jon Bellion,ASTRALWERKS,ASTW,9,169,170,216,747351,2.1,731941,719490,27861,20714737,330157983,2023.07.20
165,Ghost!,Phonkme,,,54,0,0,12,746168,47.4,506239,335676,410492,17661059,17824642,2023.07.20
166,September (Eric Kupper Remix),"Earth, Wind & Fire",SONY/COLUMBIA,COL,12,144,187,53,742109,-10.5,828888,29661,712448,11274894,53884167,2023.07.20
167,Take It Off,FISHER & Aatig,ATLANTIC GROUP,ATLG,70,168,155,6,722700,-1.7,735339,710119,12581,5371551,5371551,2023.07.20
168,Sweet Nothing,Calvin Harris Feat. Florence W,CAPITOL MUSIC GROUP,CAP ,70,174,172,326,718410,0.6,713866,687682,30728,20625635,247190462,2023.07.20
169,Virtual Insanity,Jamiroquai,EPIC,EPIC,62,184,164,25,715771,4.9,682178,485382,230389,23698783,93757987,2023.07.20
170,West End Girls,Pet Shop Boys, WAR - PARLOPHONE,WAR ,119,189,168,181,707577,5.5,670852,618488,89089,20012957,179744918,2023.07.20
171,Ego (Us Version),Willy William,IRI,IRI,171,,,1,704973,19.3,590885,3344,701629,2350316,8146646,2023.07.20
172,Never Forget You,Zara Larsson & Mnek,EPIC,EPIC,2,177,175,399,700877,-1.0,708064,646712,54165,21887911,675956552,2023.07.20
173,Bad Memories,MEDUZA x James Carter Feat. Elley Duhe & FASTBOY,REPUBLIC RECORDS,R-RR,79,151,159,52,700801,-12.3,799283,684662,16139,23643277,41579105,2023.07.20
174,You,Regard x Troye Sivan x Tate McRae,EPIC,EPIC,4,194,180,118,696678,6.1,656804,663926,32751,20595769,168230475,2023.07.20
175,Crystals,Isolate.Exe,THE ORCHARD,ORCH,42,192,200,42,696446,4.6,666026,431485,264961,25172979,41011552,2023.07.20
176,Jackie Chan,"Tiesto, Dzeko, Preme, Post Malone",REPUBLIC RECORDS,R-RR,2,0,199,265,692994,11.0,624579,677631,15363,17733683,444586485,2023.07.20
177,Heart Racing,"Kanii, Riovaz, Nimstarr",Warner Records,WAR,41,178,161,9,691558,-2.1,706510,687983,3575,9873273,9873273,2023.07.20
178,Around The World,Daft Punk, WAR - PARLOPHONE,WAR ,12,182,188,177,683802,0.2,682502,531924,151878,22695884,224655834,2023.07.20
179,Freaks,Timmy Trumpet,THE ORCHARD,ORCH,19,179,185,399,683794,-1.6,694729,528028,155766,24470432,425971047,2023.07.20
180,Nightcall,Kavinsky & Lovefoxxx,REPUBLIC RECORDS,R-RR,31,200,0,55,683266,6.7,640534,528045,155221,16234907,172935686,2023.07.20
181,Fine Day/Fine Night,Skrillex & Boys Noize,ATLANTIC GROUP,ATLG,87,87,0,2,681579,-42.5,1186179,675726,5853,1867819,1867819,2023.07.20
182,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,EPIC,EPIC,2,191,174,178,680849,1.8,668534,582776,98073,20416239,383867058,2023.07.20
183,Pump Up the Jam,Technotronic Feat. Felly,HIP-O RECORDS,HIPD,84,198,186,169,679840,5.7,643328,535776,144064,18276833,177349324,2023.07.20
184,BULLETPROOF,La Roux,INTERSCOPE/GEFFEN/A&M,INT ,26,185,182,238,675782,-0.9,681879,673250,2532,18809301,227158639,2023.07.20
185,Little Things X Gypsy Woman,Jorja Smith,,,185,,,1,670403,38.2,485075,661816,8587,1534029,1534029,2023.07.20
186,Ferrari,James Hype Feat. Miggy Dela Rosa,REPUBLIC RECORDS,R-RR,41,186,171,60,667677,-0.8,672793,639073,28604,23113017,55907534,2023.07.20
187,Middle,Dj Snake,INTERSCOPE/GEFFEN/A&M,INT ,3,190,176,399,667200,-0.3,669174,600812,66388,19797425,578289737,2023.07.20
188,Words,Alesso & Zara Larsson,,,34,195,183,65,666155,1.6,655743,655507,10648,22269821,58456344,2023.07.20
189,Prayer in C,Lilly Wood & The Prick,ATLANTIC GROUP,ATLG,51,197,179,363,664372,3.2,644031,585691,78681,18476345,278997586,2023.07.20
190,Dolly Song (Leva's Polka),Holly Dolly,CAPITOL MUSIC GROUP,CAP ,31,93,123,7,658632,-41.5,1125187,2313,656319,12224568,20475706,2023.07.20
191,See You Again,"Chainsmokers, Illenium & Carlie Hanson",SONY/COLUMBIA,COL,42,161,112,4,655105,-13.5,757379,646492,8613,4341784,4341784,2023.07.20
192,This Feeling,Chainsmokers Feat. Kelsea Ballerini,Columbia Records,COL ,3,193,181,253,653754,-1.6,664492,626003,27751,20771491,434291877,2023.07.20
193,My Way,Calvin Harris,Columbia Records,COL ,6,0,197,220,643992,0.9,638054,603614,40378,18690125,271360007,2023.07.20
194,All Around The World (La La La),R3hab & A Touch Of Class, AWAL,AWAL,60,0,0,68,641866,37.5,466739,461335,180531,14797144,109162335,2023.07.20
195,Alone,Marshmello, MONS RECORDS,MONS,2,0,0,372,639857,-0.0,639874,443318,196539,21550035,853428190,2023.07.20
196,Alors On Danse,Stromae,REPUBLIC RECORDS,R-RR,54,0,189,61,638909,-0.1,639419,477696,161213,16232287,137612883,2023.07.20
197,Flare,Hensonn,THE ORCHARD,ORCH,110,0,0,13,634323,19.8,529496,323913,310410,16887567,17402645,2023.07.20
198,Royalty,"Neoni, Maestro Chives, Egzod",,,188,0,0,6,632766,1.4,624106,522759,110007,16171050,40423563,2023.07.20
199,Love & War,Yellow Claw,MADD,MADD,77,170,0,45,632164,-13.1,727630,204471,427693,13344045,78278867,2023.07.20
200,More Than You Know,Axwell & \ Ingrosso,DEF JAM RECORDINGS,DEF ,19,0,0,304,630328,1.6,620698,584467,45861,17308549,289824542,2023.07.20
1,Barbie Girl,Aqua,INTERSCOPE/GEFFEN/A&M,INT ,1,4,10,400,18213732,102.6,8990509,3545572,14668160,93371906,587783065,2023.07.27
2,Dancin,Aaron Smith (DJ) Feat. Luvli,ULTRA,ULTA,1,2,2,263,10786547,-0.3,10814268,854143,9932404,252364707,823123754,2023.07.27
3,Transgender,Crystal Castles,REPUBLIC RECORDS,R-RR,1,3,1,72,10340360,-4.2,10789997,382498,9957862,300844213,412105417,2023.07.27
4,Worth Nothing,TWISTED,"ARTIST PARTNER GROUP, INC",ATP,1,1,3,40,8605506,-27.8,11925734,520170,8085336,502617317,540033284,2023.07.27
5,Metamorphosis,Interworld,,,2,5,5,49,6889459,-4.0,7177015,1868140,5021319,272571230,321318212,2023.07.27
6,I'm Good (Blue),David Guetta & Bebe Rexha,WARNER RECORDS,WAR ,1,7,6,48,6160170,-1.3,6241898,4992796,1167374,232737542,395950119,2023.07.27
7,Love Is Gone,Slander Feat. Dylan Matthew,CMG,1911,1,6,7,152,6082729,-11.7,6885155,934420,5148309,188008919,661049427,2023.07.27
8,Gigachad Theme,G3ox_Em,THE ORCHARD,ORCH,8,72,110,38,5820225,321.1,1382202,703148,5117077,48503903,54929666,2023.07.27
9,Good Loyal Thots,Odetari,"ARTIST PARTNER GROUP, INC",ATP,8,9,8,12,5676537,-2.6,5829000,2516271,3160266,53158788,53158788,2023.07.27
10,Friendships,Pascal Letoublon, INDEPENDENT LABEL SUBMISSION,INDI,3,10,4,147,5655268,-0.3,5673426,208327,5446941,149640122,277149226,2023.07.27
11,Rush,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,8,8,149,3,5425292,-11.9,6158954,5087781,337511,12397808,12397808,2023.07.27
12,Summertime Sadness,Lana Del Rey & Cedric Gervais,INTERSCOPE/GEFFEN/A&M,INT ,5,14,11,400,4666097,5.0,4445682,3862820,803277,119188788,888333306,2023.07.27
13,Kerosene,Crystal Castles,REPUBLIC RECORDS,R-RR,6,13,14,36,3918482,-15.3,4626105,583383,3335099,85459198,100160525,2023.07.27
14,Look Don’t Touch (Feat. Cade Clair),Odetari,,,14,18,15,11,3820741,7.1,3566605,2569682,1251059,30919420,30919420,2023.07.27
15,All I Want Is You,Rebzyyx Feat. Hoshie Star,,,5,15,29,17,3536424,-8.9,3881929,504721,3031703,115646942,273571413,2023.07.27
16,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,WARNER RECORDS,WAR ,10,21,17,16,3490857,9.5,3187282,3424932,65925,47558408,47558408,2023.07.27
17,Gigachad Theme (Phonk House Version) - Slowed,G3ox_Em,THE ORCHARD,ORCH,7,17,13,35,3461099,-4.0,3605171,89018,3372081,107079800,112516041,2023.07.27
18,Paris,Else,,,1,20,24,131,3382018,3.3,3274634,147701,3234317,102958636,423999179,2023.07.27
19,Funkytown,Lipps Inc.,Universal Music Enterprises,UME ,9,11,16,333,3378437,-30.2,4838257,644504,2733933,65528764,339153546,2023.07.27
20,Get Lucky,Daft Punk Feat. Pharrell Williams,Columbia Records,COL ,2,16,20,400,3373935,-9.4,3722428,1989401,1384534,88715109,724442625,2023.07.27
21,Closer,Chainsmokers Feat. Halsey,Columbia Records,COL ,1,22,19,365,3038754,-4.5,3182470,2693854,344900,91292464,2238069364,2023.07.27
22,Rave,Dxrk,THE ORCHARD,ORCH,1,44,67,68,2996648,54.8,1935841,749855,2246793,36618559,134322307,2023.07.27
23,HEY MAMA,"Nicki Minaj , David Guetta",ATLANTIC GROUP,ATLG,1,26,12,400,2870803,0.0,2870064,625254,2245549,72626081,687238480,2023.07.27
24,Midnight City,M83,CAPITOL MUSIC GROUP,CAP ,14,30,33,400,2790993,6.3,2624689,1523099,1267894,52227786,617933837,2023.07.27
25,Something Just Like This,Chainsmokers & Coldplay,DISRUPTOR RECOR,RL-D,1,28,26,336,2780209,-0.5,2792963,2497451,282758,82546259,1443181119,2023.07.27
26,Miss You,Oliver Tree & Robin Schulz,ATLANTIC GROUP,ATLG,1,24,23,42,2761068,-6.3,2945140,998072,1762996,165671706,255466189,2023.07.27
27,Feel So Close,Calvin Harris,CAPITOL MUSIC GROUP,CAP ,10,52,59,400,2753707,56.5,1759823,1530253,1223454,46156793,452613826,2023.07.27
28,Mamma Mia (Feat. Amber Van Day,Hugel,,,28,40,61,11,2742641,28.0,2143240,103093,2639548,8183102,26162050,2023.07.27
29,Wake Me Up,Avicii,ISLAND,ISL,1,25,22,400,2725872,-5.7,2889997,2396609,329263,82092488,997607999,2023.07.27
30,In The Name Of Love,Martin Garrix & Bebe Rexha, RCA,RCA,1,27,27,365,2670079,-4.9,2808786,1043373,1626706,88174475,953945767,2023.07.27
31,Don't Let Me Down,Chainsmokers Feat. Daya,Columbia Records,COL ,1,23,21,390,2597441,-16.7,3116470,1811777,785664,93119845,1743733329,2023.07.27
32,Narcissistic Personality Disorder,Odetari,,,19,33,35,15,2507288,7.5,2332861,1987487,519801,39630258,39630258,2023.07.27
